When was the Charizard Medium Plush recalled?	0.4181
Why did during an interview, Pokémon Company president Tsunekazu Ishihara state Charizard was expected to be popular with North American audiences?	-0.8341
Why was however, because a Jynx had been animated with black skin instead of purple, a Jynx 13-second appearance cut?	-1.4603
Who, very mischievous and sometime malicious creatures, live in shadows of rooms, caves, and dark places where shadows form, especially in urban areas such as cities and back alleys but only during the night?	-0.8341
What is the Gym Leader of Hearthome City Gym?	-0.2080
Which whereas pre-evolutions Charmander and Charmeleon are ground-bound lizard like creatures, resembles a large traditional European dragon?	-1.4603
Why is because the main order of episodes 116 and 117 of Pokémon: Advanced Generation would have been during February which help build the ratings with the Grand Festival and Hoenn League episodes and it would have avoided offending people during February?	-1.4603
Do Two different Gyarados appear in the Pokémon Adventures manga?	1.0442
Where does Shadow Mewtwo appear as a boss character?	1.0442
Where did iGN call Gengar the best Ghost type Pokémon in Red and Blue, and also praised its appearance, citing a resemblance to?	-0.2080
Which author wrote that a was popular among girls?	-1.4603
Who appears in Pokémon Mystery Dungeon: Blue Rescue Team and Red Rescue Team on a team with an Alakazam and Tyranitar, who play a significant role in the story?	0.4181
What did IGN editor Audrey Drake call the Pokémon a "pimp"?	1.0442
What is the laziest Pokémon known?	1.0442
What was the first Pokémon from Gold and Silver to appear in the anime?	1.0442
In an open forum interview with ABC News, which Pokémon anime director noted a Meowth as Pokémon anime director favorite Pokémon, citing that while not a major character in the games, Pokémon anime director was in the anime?	0.4181
Where is mewtwo catchable in Pokémon HeartGold and SoulSilver in the same location as before after defeating all of the gym leaders in?	-1.4603
What did IGN readers say about Gyarados?	1.0442
How high can Charizards wings carry?	1.0442
Where being role in the Pokémon manga is under the ownership of Lorelei in?	-0.8341
When exposed to a Moon Stone, Jigglypuff evolves into what?	1.0442
Did game Freak modify Game Freak appearance by changing the original color of Game Freak face from black to the current color?	1.0442
In Pokémon Origins, which Pokémon is not canon, where another Charizard appears under the ownership of?	-0.2080
In which place is Gengar, known as Gangar , a Pokémon species in?	0.4181
What is the Guinness Book of World Records 2011 game edition?	1.0442
Where is Gengar known?	-0.2080
Did the player character from the Generation I game Pokémon Red?	-1.4603
Did their later appear in subsequent sequels?	-1.4603
In which place is Jigglypuff , known as Purin , a Pokémon species in?	0.4181
Is Meowth among the most recognizable Pokémon?	1.0442
During an interview, which Pokémon Company president stated that Mewtwo was expected to be popular with North American audiences, citing their preference for strong, powerful characters?	0.4181
